full_text,sentiment,clean_text
@squamosa0410 @squamosa0410 langkah awal penanganan kendalanya kakak bisa uninstall lalu install lagi aplikasinya. beeru infoin juga untuk login aplikasi mytelkomsel pada pengguna indihome bisa menggunakan nomor internet indihome ya. semoga membantu. makasih. -beeru,negatif,langkah penanganan kendalanya uninstall install aplikasinya beeru login aplikasi mytelkomsel pengguna indihome internet indihome semoga membantu
@iminaskynanni nah setuju makasih ya kak udah pake produk telkomsel. btw udah berapa lama nih jadi user telkomsel? -feri,netral,setuju produk btw user
@kakandarizki @kakandarizki sabar ya kak rizki dm-nya masih dalam antrean dan akan direspon rekan nabil sesuai urutan ditunggu dan cek dm berkala makasih. -nabil,positif,sabar rizki antrean direspon rekan nabil sesuai urutan berkala
@telkomsel cek dm min urgent bgt,netral,urgent
@indiyaja dari kapan nih kak @indiyaja kendalanya? sini kita bantu -feri,negatif,kendalanya
@telkomsel tapi saya bandingin temen saya yg baru pake sama saya yg udh bertahun tahun kenapa malah murahan dia tidak adil ,positif,bandingin temen udh bertahun murahan adil
@telkomsel tolong lah aplikasi my telkomsel itu di urus yg bener... gx bisa di buka min.... mau login akun indihome jd gx bisa....,netral,aplikasi my urus bener gx buka login akun indihome jd gx
duh... dari kapan kak @cilarieru lemotnya? coba sini kita bantu -feri,negatif,duh lemotnya
@mgptwc11 ya kak @mgptwc11 dm-nya akan direspon sesuai antrean berkenan menunggu dan cek dm secara berkala makasih. -nabil,positif,direspon sesuai antrean berkenan menunggu berkala
@cilarieru duh... dari kapan kak @cilarieru lemotnya? coba sini kita bantu -feri,negatif,duh lemotnya
lelet banget jaringan telkomsel ini,negatif,lelet jaringan
@haimasim @haimasim yaaaah maafin soal kendala aplikasinya buat langkah awal penangananya silakan uninstall lalu install lagi aplikasinya ya. semoga membantu. -beeru,negatif,yaaaah kendala aplikasinya langkah penangananya uninstall install aplikasinya semoga membantu
@bunyybanyy @bunyybanyy jangan pindah dong kak salsa huhuhu paket yang kakak terima udah disesuain sama rata-rata pemakaiannya ya. thx. -beeru,netral,pindah salsa huhuhu paket disesuain pemakaiannya
eh cukkk sumpah kalo ada binini 18 cm jg gapapa sumpah pls infoin aja deh binini apa aja demi allah gua udah stres anjinggggg tapi jangan yg 9cm atau yg bola itu yh,netral,eh cukkk sumpah binini cm jg gapapa sumpah binini allah gua stres anjinggggg cm bola yh
@delviinnn @delviinnn siap kak delvin dm-nya masih dalam antrean dan akan direspon rekan nabil sesuai urutan ditunggu dan cek dm berkala makasih. -nabil,positif,delvin antrean direspon rekan nabil sesuai urutan berkala
telkomsel ye paket data dah mahal tp tiap kena hujan lemoooooot,negatif,ye paket data dah mahal tp kena hujan lemoooooot
@dipanggilsapa jaringan telkomsel nya lagi gak bagus kak? tenang ya kita bantu kendalanya. btw lokasinya daerah mana nih kak? -feri,netral,jaringan bagus tenang kendalanya btw lokasinya daerah
wtb kuota telkomsel full jaringan 24 jam untuk 30 hari drop pl #zonauang #zonabu #zonaba,netral,wtb kuota full jaringan jam drop pl
@telkomsel halo min mau tanya ini knp aplikasi mytelkomsel nya udah seminggu nggak bisa diakses ya? setiap diklik selalu forced close trs. mohon solusinya min https://t.co/6heexuazxp,negatif,knp aplikasi mytelkomsel seminggu nggak diakses diklik forced close trs solusinya
@annaditterfly gak semuanya 28 hari ko kak. coba di explore lagi aplikasi mytelkomsel nya banyak penawaran menarik loh. siapa tau aja ada yang cocok buat kakak -feri,positif,ko explore aplikasi mytelkomsel penawaran menarik loh cocok
telkomsel jembodddd. 2025 kok masih aja edge. bakar ae provider lu,negatif,jembodddd edge bakar ae provider lu
@imampradana @imampradana halo kak imam maaf ya. infokan nomor internet dan nama ke dm. makasih -chika,negatif,imam infokan internet nama
@gyubiukie ntu pin rickynya kyk yg di kasih nana jir,netral,ntu pin rickynya kyk nana jir
@gyubiukie ajg semuanya digantungin,netral,ajg digantungin
@telkomsel ga usah nanya nanya min saya pelanggan setia tapi ga pernah ada promo saya pindah provider aja lah ,positif,nanya nanya pelanggan setia promo pindah provider
@user999820 waduh... dari kapan kak kendala jaringannya? coba sini kita bantu -feri,negatif,kendala jaringannya
@watashitbitj @watashitbitj benar kak gal informasi lengkap soal esim telkomsel bisa ke link https://t.co/dtvbrml2t8 -nabil,netral,gal informasi lengkap esim link
@buahtimunsuri @buahtimunsuri aman kak ditunggu ya -nabil,positif,aman
apa aku close aja ya,netral,close
@k1mdokja thanks ya udah pakai telkomsel kak @k1mdokja btw udah berhasil aktifin paket yang mana aja nih? -dhea,positif,pakai btw berhasil aktifin paket
maaf kasar aku gak kuat anjinhghg sebel banget ah bangsat monyeeettt,negatif,kasar kuat anjinhghg sebel ah bangsat monyeeettt
@noxnnoxx @noxnnoxx maafin ya kak. silakan coba clear cache uninstall lalu install kembali dengan aplikasi versi terbaru ya. jika masih belum bisa boleh infokan nomor hp dan capture keterangan via dm. makasih. -dhet,negatif,clear cache uninstall install aplikasi terbaru infokan capture keterangan
ah bangsaaatttt tiga kata yang harus selalu diingat: 1. maaf 2. terima kasih 3. kontol,negatif,ah bangsaaatttt kontol
@pieceofhades tenang ya kak boleh gak anggi bantu cek kondisi koneksinya? -anggi,netral,tenang anggi kondisi koneksinya
@jindallaea @jindallaea maaf ya kak hana langkah awal penanganan bisa clear cache jika masih terkendala silakan reinstall mytelkomselnya -nabil,negatif,hana langkah penanganan clear cache terkendala reinstall
@regegigi duh jangan kaget ya kak. gimana kakaknya udah coba cara yang udah infoin sebelumnya? -anggi,netral,duh kaget kakaknya
@jamais_b00 @jamais_b00 halo kak april. kami sarankan membeli token pakai metode lain dulu ya kak -nabil,netral,april sarankan membeli token pakai metode
@rmsa814 @rmsa814 maaf ya kak setya atas ketidaknyamanan yang dialami. mengenai kendala aplikasi mytelkomsel zyad saranin kakak coba clear cache aplikasi lalu re-install aplikasi terlebih dahulu ya. namun jika masih tetap sama yuk infoin nomor hp waktu tanggal kejadian tipe hp sama,negatif,setya ketidaknyamanan dialami kendala aplikasi mytelkomsel zyad saranin clear cache aplikasi re aplikasi tanggal kejadian tipe
@rubbyjaine @rubbyjaine berang-berang makan cokelat berangkaaaaaaaaaaaaaaaat -beeru,netral,berang makan cokelat berangkaaaaaaaaaaaaaaaat
oy @telkomsel kenapa aplikasi mu gabisa dibuka kapan diperbaikinya huft,negatif,oy aplikasi mu gabisa dibuka diperbaikinya huft
@wonwootangsel @wonwootangsel siapp kak. selamat menikmati layanan telkomsel have a nice day. -chika,positif,siapp selamat menikmati layanan have a nice day
@whalien52apbp iyah. aneh banget. telkomsel juga sukak gitu.,netral,iyah aneh sukak
@juaramewingasia makasih lho kak udah pilih telkomsel. gimana kakaknya udah coba beli paket yang mana? :) -anggi,positif,pilih kakaknya beli paket
@restu8451 kalo kak restu biasa aktifin paket yang mana emang? -dhea,netral,restu aktifin paket emang
@telkomsel bentar yeah nyoba dulu,netral,bentar yeah nyoba
kenapa mytelkomsel gbsa dibuka dah @telkomsel,negatif,mytelkomsel gbsa dibuka dah
@minjiskena hhhmmn koneksi lambatnya dari kapan nih kak @minjiskena? hanya disatu aplikasi atau semua? ️ -dhea,negatif,hhhmmn koneksi lambatnya disatu aplikasi
@papzolaaa @indosatim3 @telkomsel ah ini anaknya @byu_id sama aja tuh ,netral,ah anaknya
@reni_triasari @reni_triasari kakak bisa kirim capture sesuai kendalanya ya. makasih.-dya,netral,kirim capture sesuai kendalanya
@cziloveyoulol eh loh dari kapan ini kendalanya kak andi? kalo untuk bar sinyalnya dapet berapa? -dhea,negatif,eh loh kendalanya andi bar sinyalnya dapet
telkomsel kenapa dah kek gini?? https://t.co/4xjrqalngb,negatif,dah kek gini
@fakirmicin @fakirmicin maaf kak soal kendala aplikasi yang dialami buat langkah awal penanganannya silakan uninstall lalu install lagi aplikasinya ya kak. semoga membantu. -beeru,negatif,kendala aplikasi dialami langkah penanganannya uninstall install aplikasinya semoga membantu
@telkomsel makasih juga udah ngasih paket internet murah hehe,positif,ngasih paket internet murah hehe
@jeonghan_js hhhmmn ayah nya kakak suka aktifin paket yang berapa gb gitu? -dhea,positif,hhhmmn ayah suka aktifin paket
@ravynzy_ ditunggu kak @ravynzy_. dm-nya dibalas sesuai dengan antrian ya. silakan cek berkala. -dhet,positif,dibalas sesuai antrian berkala
@scoupsbbyyyy @scoupsbbyyyy okeeh kak. kalau udah konfirmasi ke dm ditunggu balesan rekan zyad selanjutnya di dm ya. makasih :) -zyad,netral,okeeh konfirmasi balesan rekan zyad
@fleurfeine @fleurfeine wah keren. makasih ya kak nami udah jadi pelanggan setia telkomsel :) -zidane,positif,keren nami pelanggan setia
tuku masa aktif ae ruwibete uwangel app bosok bjir @telkomsel,negatif,tuku aktif ae ruwibete uwangel app bosok bjir
@lukmanfauzan76 @lukmanfauzan76 iyaa kak lukman ditunggu ya rekan zyad akan bantu respon dm dari kakak sesuai antriannya. makasih :) -zyad,positif,iyaa lukman rekan zyad respon sesuai antriannya
@kangsculgie @kangsculgie siap kak na makasih. dm-nya akan direspon sesuai antrean berkenan menunggu dan cek dm secara berkala. -nabil,positif,na direspon sesuai antrean berkenan menunggu berkala
@telkomsel bukan cuma satu. seminggu bisa lebih dari 3 sms ads loh. yg di capture berapa sms nih? ,netral,seminggu sm ad loh capture sm
hduh kangen si cantik gemes gembul itu (re: hanbin),positif,hduh kangen si cantik gemes gembul re hanbin
@telkomsel dari tahun 2011 nih kak ,netral,
@tanyakanrl karena aku pake kuota cuma buat jaga klo matlis/lg keluar biasa pake telkomsel 12gb cuma 30k mana udah bundle sama langganan aplikasi streaming:d ini hoki an juga sih ada yg bisa lebih murah atau lebih mahal jd tiap user beda harganya https://t.co/epzgdfh7j1,negatif,kuota jaga klo matlislg bundle langganan aplikasi streamingd hoki an murah mahal jd user beda harganya
@telkomsel u error? aps gabisa dibuka samsek cek pulsa error???,negatif,u error aps gabisa dibuka samsek pulsa error
@dodo_nando04 @dodo_nando04 kak dodo bisa membeli paket di ecommerce mygrapari m-banking outlet terdekat ya. makasih. -dya,netral,dodo membeli paket ecommerce mygrapari m outlet terdekat
@deanthingy @deanthingy hehehe bisa aja kak. udah kembali lancar kan ya akses sinyalnya? btw happy weekend :) -joan,positif,hehehe lancar akses sinyalnya btw happy weekend
telkomsel bantu aku telkomsel ini kenapa https://t.co/umk2wdbbpu,negatif,
@wordssupremacy aplikasinya coba di reinstall dulu ya kak @wordssupremacy...nanti login lagi ke aplikasinya pakai nomor telkomsel kakak -dhea,negatif,aplikasinya reinstall login aplikasinya pakai
min kok telkomsel gabisa dibuka ya apknya? ada notif apknya bug gitu @telkomsel,negatif,gabisa dibuka apknya notif apknya bug
@regegigi waduuuh kak re udah coba cek penggunaan pulsa terakhir di *888*77# belum? -dhea,netral,waduuuh re penggunaan pulsa
@uarmyaiss @telkomsel sama beli dari tanggal 1 smp skrg gaada kuota masuk ataupun refund di dm ga helpful samsek @telkomsel,negatif,beli tanggal smp skrg gaada kuota masuk refund helpful samsek
@telkomsel woi min gua beli paket vidio di digipos transaksi berhasil. paket juga udah masuk ke ke pelanggan. tapi pas masuk ke aplikasi vidio paketnya gak masuk. mau komplain lewat digipos gak bisa kontol.,negatif,woi gua beli paket vidio digipos transaksi berhasil paket masuk pelanggan pa masuk aplikasi vidio paketnya masuk komplain digipos kontol
@telkomsel min penasaran deh kuota gratis dari roli telkomsel bisa buat akses aplikasi apa aja? whatsapp bisakah?,positif,penasaran kuota gratis roli akses aplikasi whatsapp
@shortcaketh wah sampe sekarang masih pake telkomsel kan kak? -indah,positif,sampe
@telkomsel ngga kak soalnya udah keluar dr kamar mandi ,negatif,ngga kamar mandi
@roastedbae @roastedbae untuk pergantian kartu agar jaringannya berubah menjadi 4g yang dilakukan di grapari dikenakan biaya sebesar 10k ya kak. semoga membantu. -beeru,netral,pergantian kartu jaringannya berubah g grapari dikenakan biaya semoga membantu
@sanaviour @sanaviour aman kak rain dm-nya masih dalam antrean dan akan direspon rekan nabil sesuai urutan ditunggu dan cek dm berkala makasih. -nabil,positif,aman rain antrean direspon rekan nabil sesuai urutan berkala
@itpeys hari ini udah scrolling aplikasi mytelkomsel belum kak? banyak paket promonya lho :) -indah,netral,scrolling aplikasi mytelkomsel paket promonya
@uthiesitumeang @uthiesitumeang maaf ya kak uthie langkah awal penanganan bisa clear cache jika masih terkendala silakan reinstall mytelkomselnya -nabil,negatif,uthie langkah penanganan clear cache terkendala reinstall
@telkomsel woi apps tsel gak bs buka. gmn mau isi pulsa,negatif,woi apps tsel b buka gmn isi pulsa
@telkomsel wah baru nih cek ada 25gb sebulan mau nanya min ada paketan yg ga sebulanan gak? biar jangka panjang gitu,netral,sebulan nanya paketan sebulanan jangka
@tanyakanrl aku biasanya ganti ganti sih kadang telkomsel kadang xl tergantung murah yang mana ,positif,ganti ganti kadang kadang xl tergantung murah
@telkomsel wah disamper udaa lama banget min dari 2015 please jangan mahalin kuotanyaaaaaaaa min kalo akhir bulan perbanyak bonusssss ya minnn muehehe,negatif,disamper udaa mahalin kuotanyaaaaaaaa perbanyak bonusssss minnn muehehe
ada yg twt nya sering ke paksa keluar gitu gak..... twt aku lg bgini jadi susah kalo mau jbjb pls ,negatif,twt paksa twt lg bgini susah jbjb
@telkomsel masih soalnya jaringannya stabil dan paketan lumayan murah2,positif,jaringannya stabil paketan lumayan murah
@yangwonim kak @yangwonim kalo terganggu sama sms iklan/promo boleh yuk infoin nomor ke dm biar bisa kami bantu lebih lanjut ️ -dhea,negatif,terganggu sm iklanpromo
@telkomsel buru yah kak urgent nich,netral,buru urgent nich
@iden222_ makasih kak kalo sekarang masih langganan telkomsel nggak? -indah,positif,langganan nggak
@kanejil_ internet lambatnya dari kapan kak neo? -tiar,negatif,internet lambatnya neo
@nayangietokki eh loh kak @nayangietokki udah coba reinstall aplikasi mytelkomsel nya belum? nanti coba akses lagi ke aplikasinya ️ -dhea,negatif,eh loh reinstall aplikasi mytelkomsel akses aplikasinya
@jnnyjazz kalo boleh tau sinyal di lokasinya kak vala aman kan ya? -indah,positif,sinyal lokasinya vala aman
@myliptin @myliptin sore kak prilly. meluncuuuuuuur -beeru,netral,sore prilly meluncuuuuuuur
@candyeulfeed mjb kak thanks ya udah pakai telkomsel...btw udah dapet promo apa aja nih? -dhea,positif,mjb pakai telkomselbtw dapet promo
@0697am kira-kira paketnya udah di aktivasi belum kak? -indah,negatif,paketnya aktivasi
@huntertiger11_ wuihh sedep gitu pilihan paketnya kak buruan diaktifin paketnya. ohiya kak tiar saranin untuk informasi yang sifatnya pribadi kaya nomor hp jangan di share di mention demi menjaga keamanan data kakak -tiar,positif,wuihh sedep pilihan paketnya buruan diaktifin paketnya ohiya tiar saranin informasi sifatnya pribadi kaya share mention menjaga keamanan data
@alktyn @alktyn oke kak al balesan selanjutnya kami upayakan bisa secepatnya dibantu di dm. ditunggu sebentar. -joan,netral,oke al balesan upayakan secepatnya sebentar
selamat sore kak tolong cek dm saya ya @telkomsel,positif,selamat sore
@maanisnya hmm kak sammy langganan telkomsel sejak kapan nih? -indah,positif,hmm sammy langganan
@clarcyeon btw kak rina mau atau udah aktifin paket yang mana nih? ️ -dhea,netral,btw rina aktifin paket
@titrashit eh kak halwa udah scroll paket telkomsel di aplikasi mytelkomsel belum? banyak paket menarik yang pastinya promo lho :) -indah,positif,eh halwa scroll paket aplikasi mytelkomsel paket menarik pastinya promo
@maafnanyamulu @maafnanyamulu joan bantu follow up dm dari kakak. maaf keterlambatan responnya. -joan,negatif,follow up keterlambatan responnya
admin tolong cek dm ya makasih @telkomsel,netral,
@mmessaa_ coba scroll aplikasi mytelkomsel di halaman spesial untuk kamu deh kak. telkomsel punya banyak berbagai pilihan paket promo murah dan menarik loh :) -indah,positif,scroll aplikasi mytelkomsel halaman spesial pilihan paket promo murah menarik loh
@vwxyzd_ sama sama kak @vwxyzd_ sehat dan bahagia selalu -nabil,netral,sehat bahagia
@telkomsel ttp gk dibales.,netral,ttp gk dibales
@nuclearerererrr hhmmnn kak affa user telkomsel juga kah? suka aktifin paket yang berapa gb kak? -dhea,positif,hhmmnn affa user kah suka aktifin paket
@vani_lattee wah seneng banget ketemu salah 1 pelanggan telkomsel. -indah,netral,seneng ketemu salah pelanggan
@telkomsel terima kasih min sudah normal kembali ,positif,normal
@water_m1522 udah paling better telkomsel aja ya kak makasih rekomendasinya loh. kalau kakak udah aktifin paket apa di mytelkomselnya? -tiar,positif,better rekomendasinya loh aktifin paket
@12345678911jjs @12345678911jjs berang-berang bawa tongkat berangkaaaaaaat -beeru,netral,berang bawa tongkat berangkaaaaaaat
@00kid_s makasih udah rekomendasiin telkomsel bener ya kak kalau mau penawaran menarik telkomsel bisa cek di aplikasi mytelkomsel. kakak udah pake telkomsel dari kapan nih? -tiar,positif,rekomendasiin bener penawaran menarik aplikasi mytelkomsel
wtb kuota telkomsel full jaringan 24 jam untuk 30 hari pls rep #zonauang,netral,wtb kuota full jaringan jam rep
@12345678911jjs @12345678911jjs haloo kak. aduan reaktivasi kami bantu lebih lanjut ya silakan infoin nomor telkomselnya via dm makasih. -nabil,netral,haloo aduan reaktivasi telkomselnya
mahalan ini bjir drpd telkomsel https://t.co/eygyn9mijb,negatif,mahalan bjir drpd
@charinisan03 @tanyarlfes @indosatim3 @indosat @telkomsel hi kak charaini maaf ya. harga paket disesuaikan mekanisme penggunaan. yuk pilih paket yang ada dibima+/*888# sesuai mobilitas harian. kakak bisa akses aplikasi bima+ dan *808# atau kunjungi website https://t.co/u8f23rsnfs &amp; pilih menu promo untuk promo terupdate tri. thanks^fey,positif,hi charaini harga paket disesuaikan mekanisme penggunaan pilih paket dibima sesuai mobilitas harian akses aplikasi bima kunjungi website amp pilih menu promo promo terupdate thanksfey
@hourlyima @tanyakanrl @myxl xl emang sering diskon gede si . indosat jarang jarang kalo smartfren sama telkomsel setabil buat cadangan kalo xl sama indosat ga ada diskon,netral,xl emang diskon gede si jarang jarang smartfren setabil cadangan xl diskon
@tharsisius_hary yuhuuuu kepo nih nama paketnya apa kak @tharsisius_hary? -dhea,netral,yuhuuuu kepo nama paketnya
@uchinaga_mine widihh sejak kapan pake telkomselnya nih kak? -indah,positif,widihh telkomselnya
@masteriqro6 @masteriqro6 kak maafin jadi ga nyaman. jaringan bisa dibantu chika nih kak infokan nomor hp lokasi awal tanggal waktu kejadian serta nomor telkomsel lainnya ke dm. makasih -chika,netral,nyaman jaringan chika infokan lokasi tanggal kejadian
@sprinkleswoon @akbarkazki @cicipapaa @sprinkleswoon kak sprinkleswoon maaf. jika sudah lakukan langkahnya dan masih belum bisa infokan data ke dm ya. makasih. -dhet,negatif,sprinkleswoon lakukan langkahnya infokan data
@marihotsitumo15 @marihotsitumo15 siaaaaap kak marihot -beeru,netral,siaaaaap marihot
@telkomsel gapapa mas/mbak saya udah ga mood. makasih banyak yaa..,netral,gapapa masmbak mood yaa
@vickyfarhan95 hhhmnn kak piki coba reinstall dulu yuk aplikasi mytelkomsel nya...setelah itu login lagi dan coba aktivasi paketnya ️ -dhea,negatif,hhhmnn piki reinstall aplikasi mytelkomsel nyasetelah login aktivasi paketnya
@fourjeongwoo @telkomsel @fourjeongwoo cek berkala dmnya ya kak dev. kita akan segera membalas dmnya :) -zidane,netral,berkala dmnya dev membalas dmnya
@ihytah @tanyakanrl @telkomsel mana ini anjer punya gue gk semurah itu?! padahal gue niat nya mau pke telkom terus murahin lagi plis biar gue beli telkom terus,positif,anjer gue gk semurah gue niat pke telkom murahin plis gue beli telkom
@sleepyjuillet eh sejak kapan kendala aplikasi mytelkomsel kak nanas? bisa dicoba uninstal lalu instal kembali ya :) jangan lupa menggunakan aplikasi mytelkomsel versi terbaru ya-indah,negatif,eh kendala aplikasi mytelkomsel nanas dicoba uninstal instal lupa aplikasi mytelkomsel terbaru
@jzlove29 okeeh kak @jzlove29. ditunggu interaksi selanjutnya via dm ya. makasih -caris,netral,okeeh interaksi
@ravynzy_ @ravynzy_ siap kak rav dm-nya masih dalam antrean dan akan direspon rekan nabil sesuai urutan ditunggu dan cek dm berkala makasih. -nabil,positif,rav antrean direspon rekan nabil sesuai urutan berkala
@cnetarina wiiih dari tahun berapa nih kak @cnetarina? btw thanks ya udah pakai telkomsel ️ -dhea,positif,wiiih btw pakai
@telkomsel @blibliblubleblo di sekumpul gangguan min,negatif,sekumpul gangguan
@bullshhiii eh loh kakak ga bisa koneksi internetnya dari kapan nih? lokasi kendalanya ini dimana? ️ -dhea,negatif,eh loh koneksi internetnya lokasi kendalanya dimana
@tanyakanrl skrang mahal akhirnya gani telkomsel bnyak promonya,positif,skrang mahal gani bnyak promonya
@seringconfused @seringconfused duhh mohon maaf buat keterlambatannya ya kak. caris bantu percepatan buat balas dm yaa. wait bentar lagi ya -caris,negatif,duhh keterlambatannya caris percepatan balas yaa wait bentar
@tanyakanrl @telkomsel neh coy https://t.co/0ojpbjenzj,netral,neh coy
@mbnrrrr kak untuk reaktivasi kartu yang baru saja hangus. bisa secara mandiri melalui dial *888*89# dan kalo gagal boleh infoin dulu nomor telkomselnya ke dm biar dibantu lebih lanjut -indah,netral,reaktivasi kartu hangus mandiri dial gagal telkomselnya
@raumdeuter45 huhuhu lokasinya dimana ini kak? infoin yuk biar kami bantu supaya koneksinya stabil lagi ️ -dhea,positif,huhuhu lokasinya dimana koneksinya stabil
@telkomsel yang super seruu dong min,netral,super seruu
@telkomsel hai min bagaimna cara mematikan layanan vas? padahal sy tdk pernah merasa berlangganan krn dipotong pulsa rp 1110/hari sy sdh menghubungi mba veronika &amp; wa 081111111111 tp ga ada solusinya. https://t.co/fezkhcmenf,negatif,bagaimna mematikan layanan va sy tdk berlangganan krn dipotong pulsa sy sdh menghubungi mba veronika amp wa tp solusinya
@telkomsel belom dibales kak sampe sekarang....,netral,belom dibales sampe
@haneulokal @haneulokal kak agatha bisa kirimin dahulu ke dm datanya biar dibantu cek lebih lanjut ya. thx. -beeru,netral,agatha kirimin datanya
@mausampekapann yuhuuu makasih udah pakai telkomsel ya kak ra -dhea,positif,yuhuuu pakai ra
seriusan nih mobile apps nya telkomsel gak bisa dibuka padahal baru mau beli paketan ini ,negatif,seriusan mobile apps dibuka beli paketan
@yeahyuas @yeahyuas meluncuuuuuuuuuuuuuuuuuuuur kak madey -beeru,netral,meluncuuuuuuuuuuuuuuuuuuuur madey
gue pengguna lama tlkmsl dari yg waktu murah sampe yg mahalll bnget &amp; trus stabil walau naik turun wkwk trus pake im3 jg uda lma walau lebih lma telkomsel tapi im3 uda mulai kaya tlkmsl bjir mhl dan kmren dia munculin lagi kuota 50 gb 50 ribu wkwkwk https://t.co/13yovfmhq4,positif,gue pengguna tlkmsl murah sampe mahalll bnget amp trus stabil turun wkwk trus im jg uda lma lma im uda kaya tlkmsl bjir mhl kmren munculin kuota ribu wkwkwk
@cheesestreak hhhmnn jelek gimana nih jaringannya kak @cheesestreak? sinyalnya ga stabil kah? ️ -dhea,negatif,hhhmnn jelek jaringannya sinyalnya stabil kah
@tahubulathh @tahubulathh terima kasih sudah berlangganan telkomsel ya kak cipi -timi,positif,berlangganan cipi
@telkomsel jaminan pasti bisa ga?klo ga bisa w kecewa berat,negatif,jaminan gaklo w kecewa berat
@nailowkey_ @nailowkey_ yuhuuuuuuu selamat menikmati layanan telkomsel-nya ya kak nai. happy weekend -beeru,positif,yuhuuuuuuu selamat menikmati layanan nai happy weekend
@thettabbycat kak @thettabbycat maafin ya kalau gak bisa klaim langganan prime video untuk telkomsel halo. silakan infokan nomor hp nama lengkap ttl dan capture kendala nya ke dm biar dibantu cek dulu. makasih -aci,negatif,klaim langganan prime video infokan nama lengkap ttl capture kendala
@ppodoliiy makasih yunini feksmail ,netral,yunini feksmail
@nailowkey_ @nailowkey_ kak naai aktifin fitur jaga pulsa di aplikasi mytelkomselnya ya dan maaf untuk keluhan ketidaksesuaian penggunaan pulsa share nomor hpnya ke dm. -joan,negatif,naai aktifin fitur jaga pulsa aplikasi keluhan ketidaksesuaian penggunaan pulsa share hpnya
@red_8989 kak cho untuk kendala loginnya boleh konfirmasi nomor ke dm akun @telkomsel yuk biar bisa kami bantu lebih lanjut ️ -dhea,negatif,cho kendala loginnya konfirmasi akun
@beomatcha rd luar biasanya brapa kk asas ak mw mw sj ,netral,rd brapa kk asas ak mw mw sj
pastikan progres pembangunan bts di sumbar andre rosiade gercep temui dirut telkomsel - https://t.co/tcnibgqamm,netral,pastikan progres pembangunan bts sumbar andre rosiade gercep temui dirut
@ravynzy_ @ravynzy_ baik kak ravy pesan kakak akan segera direspon sesuai antrean. mohon ditunggu ya. -beeru,positif,ravy pesan direspon sesuai antrean
sebelumnya gw gapernah punya barang imut kayak gini https://t.co/jqnsnibwzm,netral,gw gapernah barang imut kayak gini
@orwijaya @telkomsel @orwijaya selamat siang kak ronald. joan minta maaf kalo paket smooanya belum berhasil aktif. saat ini dm dari kakak udah joan follow up dan akan dilakukan pengecekan lebih lanjut. tunggu interaksi dari kami di dm yaa kak. -joan,negatif,selamat siang ronald paket smooanya berhasil aktif follow up pengecekan tunggu interaksi yaa
@weishiniste kak @weishiniste di mytelkomsel nemu gak? kalau gak ada silakan infokan nomor hp nya ke dm ya biar aci bantu cariin paket unlimited nya -aci,netral,mytelkomsel nemu infokan cariin paket unlimited
@irhammrizki @telkomsel @telkomindonesia @irhammrizki beeru cek pesan kak irham udah dibalas sama kawan beeru. kuuuy cek dm-nya kak -beeru,netral,beeru pesan irham dibalas kawan beeru kuuuy
@astahereeebitjh jadi kapan mau pindah ke telkomsel lagi kak? -kiano,positif,pindah
@evanleeismine wahh wangi banget tuh penawaran paketnya kak tetap setia bersama telkomsel ya kak -kiano,positif,wahh wangi penawaran paketnya setia
@ravynzy_ @ravynzy_ otewe kak ravy -beeru,netral,otewe ravy
hallo admin cara unregistrasi kartu tsel gimana ya? @telkomsel,netral,hallo unregistrasi kartu tsel
@jwenogff lokasinya dimana nih kak? yuk infoin biar kiano bantuin akses internet kakak jadi lancar lagi ya -kiano,positif,lokasinya dimana kiano bantuin akses internet lancar
@ibralammada kak ibra buat aktifin paket ekstra kuota bisa dial *363# atau dari aplikasi mytelkomsel ya ️ -dhea,netral,ibra aktifin paket ekstra kuota dial aplikasi mytelkomsel
@asyilviadi @asyilviadi apa nih yang bisa dibantu soal produk telkomsel-nya kak syilviadi? kakak bisa infoin detailnya ke dm biar dibantu lebih lanjut ya. makasih. -beeru,negatif,produk syilviadi detailnya
kuota telkomsel pake kata hingga tuh berapa anjay,netral,kuota anjay
biar bisa menangin hadiahnya tonton dulu #candaanruangtengah season 12 episode 2 di youtube telkomsel. abis itu pastikan kamu cek cara ikutannya di https://t.co/9bcm2jsmvx buruan nonton #candaanruangtengah di youtube telkomsel dan ikutan giveawaynya! mimin tunggu jawabannya https://t.co/qntwaaaume,netral,menangin hadiahnya tonton season episode youtube abis pastikan ikutannya buruan nonton youtube ikutan giveawaynya mimin tunggu jawabannya
@piyuueo wiihh kepo nih nama paketnya apa tuh kak piyu? -dhea,netral,wiihh kepo nama paketnya piyu
ready esim roaming untuk iphone inter/blokir imei 1gb 7hr 25k 3gb 15/30hr 35k 5gb 15/30hr 45k 10gb 30hr 70k 20gb 30hr 120k jaringan telkomsel/indosat/three tidak / support tiktok qr esim 1x scan &amp; tidak bisa dipindah ke device lain tidak bisa cek kouta garansi 3,negatif,ready esim roaming iphone interblokir imei hr hr hr hr hr jaringan telkomselindosatthree support tiktok qr esim x scan amp dipindah device kouta garansi
@sysadymin @sysadymin okay kak ady. dm-nya terkait keluhannya akan segera dibalas ya. makasih. -dhet,netral,okay ady terkait keluhannya dibalas
@lu5iwd kak lus user telkomsel juga nih? emang suka aktifin paket yang mana? ️ -dhea,positif,lu user emang suka aktifin paket
